codigo_ibge,municipio,uf,eixo_id,n_contratos,valor_total,subeixos_atingidos,fontes,nivel_documentacao,rotulo_nivel
1100049,CACOAL,RO,busca_ativa_escolar,1,13059434.21,programas_permanencia,Transferegov,1,registro_isolado
1100049,CACOAL,RO,primeira_infancia,1,4015480.68,creche_pre_escola,Transferegov,1,registro_isolado
1100056,Cerejeiras,RO,primeira_infancia,1,2499713.41,creche_pre_escola,PNCP,1,registro_isolado
1100064,COLORADO DO OESTE,RO,primeira_infancia,1,3659453.97,creche_pre_escola,Transferegov,1,registro_isolado
1100072,CORUMBIARA,RO,primeira_infancia,1,6529741.81,creche_pre_escola,Transferegov,1,registro_isolado
1100106,GUAJARÁ-MIRIM,RO,primeira_infancia,1,4015480.68,creche_pre_escola,Transferegov,1,registro_isolado
1100106,GUAJARÁ-MIRIM,RO,seguranca_alimentar,1,600000.0,equipamentos_san,Transferegov,1,registro_isolado
1100114,JARU,RO,primeira_infancia,1,3659454.43,creche_pre_escola,Transferegov,1,registro_isolado
1100130,Machadinho D'Oeste,RO,busca_ativa_escolar,2,52765498.8,transporte_escolar,PNCP,1,registro_isolado
1100148,NOVA BRASILÂNDIA D'OESTE,RO,busca_ativa_escolar,1,250309.68,transporte_escolar,Transferegov,1,registro_isolado
1100148,NOVA BRASILÂNDIA D'OESTE,RO,primeira_infancia,1,6294066.25,creche_pre_escola,Transferegov,1,registro_isolado
1100189,PIMENTA BUENO,RO,busca_ativa_escolar,1,9290388.42,programas_permanencia,Transferegov,1,registro_isolado
1100189,PIMENTA BUENO,RO,primeira_infancia,2,7673866.45,creche_pre_escola,Transferegov,1,registro_isolado
1100205,PORTO VELHO,RO,primeira_infancia,4,16916280.32,creche_pre_escola,Transferegov,2,registros_recorrentes
1100288,ROLIM DE MOURA,RO,busca_ativa_escolar,1,13059982.41,programas_permanencia,Transferegov,1,registro_isolado
1100288,ROLIM DE MOURA,RO,primeira_infancia,2,10314521.09,creche_pre_escola,Transferegov,1,registro_isolado
1100304,VILHENA,RO,primeira_infancia,2,10186719.790000001,creche_pre_escola,Transferegov,1,registro_isolado
1100304,Vilhena,RO,primeira_infancia,1,2400000.0,creche_pre_escola,PNCP,1,registro_isolado
1100320,SÃO MIGUEL DO GUAPORÉ,RO,busca_ativa_escolar,1,13059419.49,programas_permanencia,Transferegov,1,registro_isolado
1100320,SÃO MIGUEL DO GUAPORÉ,RO,primeira_infancia,1,6294071.77,creche_pre_escola,Transferegov,1,registro_isolado
1100379,ALTO ALEGRE DOS PARECIS,RO,busca_ativa_escolar,1,13059419.49,programas_permanencia,Transferegov,1,registro_isolado
1100379,ALTO ALEGRE DOS PARECIS,RO,primeira_infancia,3,4000000.0,creche_pre_escola,Transferegov,2,registros_recorrentes
1100403,ALTO PARAÍSO,RO,primeira_infancia,2,16943531.86,creche_pre_escola;visitacao_domiciliar,Transferegov,1,registro_isolado
1100452,Buritis,RO,primeira_infancia,9,84963.64,creche_pre_escola,PNCP,2,registros_recorrentes
1100601,CACAULÂNDIA,RO,primeira_infancia,1,3659453.97,creche_pre_escola,Transferegov,1,registro_isolado
1100809,CANDEIAS DO JAMARI,RO,busca_ativa_escolar,2,9716696.770000001,programas_permanencia;transporte_escolar,Transferegov,1,registro_isolado
1100809,CANDEIAS DO JAMARI,RO,primeira_infancia,4,15694415.35,creche_pre_escola,Transferegov,2,registros_recorrentes
1100924,CHUPINGUAIA,RO,primeira_infancia,1,4015480.69,creche_pre_escola,Transferegov,1,registro_isolado
1101302,MIRANTE DA SERRA,RO,busca_ativa_escolar,1,38748.27,transporte_escolar,Transferegov,1,registro_isolado
1101435,NOVA UNIÃO,RO,primeira_infancia,1,3659453.97,creche_pre_escola,Transferegov,1,registro_isolado
1101492,SÃO FRANCISCO DO GUAPORÉ,RO,busca_ativa_escolar,1,9289753.47,programas_permanencia,Transferegov,1,registro_isolado
1101609,THEOBROMA,RO,seguranca_alimentar,1,830000.0,agricultura_familiar,Transferegov,1,registro_isolado
1101807,VALE DO PARAÍSO,RO,primeira_infancia,1,6294066.25,creche_pre_escola,Transferegov,1,registro_isolado
1200054,ASSIS BRASIL,AC,primeira_infancia,1,3689741.06,creche_pre_escola,Transferegov,1,registro_isolado
1200054,ASSIS BRASIL,AC,seguranca_alimentar,2,1434000.0,agricultura_familiar,Transferegov,1,registro_isolado
1200104,BRASILEIA,AC,primeira_infancia,1,6328155.36,creche_pre_escola,Transferegov,1,registro_isolado
1200179,CAPIXABA,AC,seguranca_alimentar,1,956087.79,agricultura_familiar,Transferegov,1,registro_isolado
1200203,CRUZEIRO DO SUL,AC,busca_ativa_escolar,1,11444348.99,programas_permanencia,Transferegov,1,registro_isolado
1200252,EPITACIOLÂNDIA,AC,busca_ativa_escolar,1,11444348.99,programas_permanencia,Transferegov,1,registro_isolado
1200252,EPITACIOLÂNDIA,AC,primeira_infancia,1,3689741.06,creche_pre_escola,Transferegov,1,registro_isolado
1200302,FEIJÓ,AC,busca_ativa_escolar,1,11755995.64,programas_permanencia,Transferegov,1,registro_isolado
1200302,FEIJÓ,AC,primeira_infancia,1,3804391.12,creche_pre_escola,Transferegov,1,registro_isolado
1200328,JORDÃO,AC,busca_ativa_escolar,1,9574897.65,programas_permanencia,Transferegov,1,registro_isolado
1200328,JORDÃO,AC,primeira_infancia,1,4011637.9,creche_pre_escola,Transferegov,1,registro_isolado
1200336,MÂNCIO LIMA,AC,busca_ativa_escolar,1,13735555.91,programas_permanencia,Transferegov,1,registro_isolado
1200336,MÂNCIO LIMA,AC,primeira_infancia,1,4011637.9,creche_pre_escola,Transferegov,1,registro_isolado
1200344,MANOEL URBANO,AC,busca_ativa_escolar,1,11444348.99,programas_permanencia,Transferegov,1,registro_isolado
1200344,MANOEL URBANO,AC,primeira_infancia,1,6328155.38,creche_pre_escola,Transferegov,1,registro_isolado
1200351,MARECHAL THAUMATURGO,AC,busca_ativa_escolar,1,13736010.12,programas_permanencia,Transferegov,1,registro_isolado
1200385,PLÁCIDO DE CASTRO,AC,busca_ativa_escolar,1,11755995.64,programas_permanencia,Transferegov,1,registro_isolado
1200385,PLÁCIDO DE CASTRO,AC,seguranca_alimentar,3,2265333.33,agricultura_familiar,Transferegov,2,registros_recorrentes
1200401,RIO BRANCO,AC,primeira_infancia,1,4225022.89,creche_pre_escola,Transferegov,1,registro_isolado
1200401,RIO BRANCO,AC,seguranca_alimentar,3,11228378.0,equipamentos_san,Transferegov,2,registros_recorrentes
1200427,RODRIGUES ALVES,AC,busca_ativa_escolar,1,9481551.76,programas_permanencia,Transferegov,1,registro_isolado
1200450,SENADOR GUIOMARD,AC,seguranca_alimentar,1,286900.0,agricultura_familiar,Transferegov,1,registro_isolado
1200609,TARAUACÁ,AC,busca_ativa_escolar,1,11444348.99,programas_permanencia,Transferegov,1,registro_isolado
1200609,TARAUACÁ,AC,primeira_infancia,1,3703800.0,creche_pre_escola,Transferegov,1,registro_isolado
1300029,ALVARÃES,AM,primeira_infancia,1,6027141.29,creche_pre_escola,Transferegov,1,registro_isolado
1300060,AMATURÁ,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1300060,AMATURÁ,AM,seguranca_alimentar,1,250000.0,agricultura_familiar,Transferegov,1,registro_isolado
1300086,ANAMÃ,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1300102,ANORI,AM,primeira_infancia,1,5630946.66,creche_pre_escola,Transferegov,1,registro_isolado
1300144,APUÍ,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1300201,ATALAIA DO NORTE,AM,busca_ativa_escolar,1,12531682.76,programas_permanencia,Transferegov,1,registro_isolado
1300201,ATALAIA DO NORTE,AM,primeira_infancia,2,9726106.48,creche_pre_escola,Transferegov,1,registro_isolado
1300300,AUTAZES,AM,primeira_infancia,1,3583584.55,creche_pre_escola,Transferegov,1,registro_isolado
1300300,Autazes,AM,primeira_infancia,1,4373460.03,creche_pre_escola,PNCP,1,registro_isolado
1300508,BARREIRINHA,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1300631,BERURI,AM,busca_ativa_escolar,1,10664591.8,programas_permanencia,Transferegov,1,registro_isolado
1300631,Beruri,AM,primeira_infancia,2,20000.0,creche_pre_escola,PNCP,1,registro_isolado
1300805,BORBA,AM,seguranca_alimentar,4,3938000.0,agricultura_familiar,Transferegov,2,registros_recorrentes
1300839,CAAPIRANGA,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1300904,CANUTAMA,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1301100,CAREIRO,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1301159,CAREIRO DA VÁRZEA,AM,busca_ativa_escolar,1,8871212.03,programas_permanencia,Transferegov,1,registro_isolado
1301159,CAREIRO DA VÁRZEA,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1301407,Eirunepé,AM,seguranca_alimentar,1,60000.0,alimentacao_escolar,PNCP,1,registro_isolado
1301506,ENVIRA,AM,busca_ativa_escolar,1,10664591.8,programas_permanencia,Transferegov,1,registro_isolado
1301704,HUMAITÁ,AM,busca_ativa_escolar,1,4133900.0,transporte_escolar,Transferegov,1,registro_isolado
1301704,HUMAITÁ,AM,primeira_infancia,2,9505165.19,creche_pre_escola,Transferegov,1,registro_isolado
1301704,HUMAITÁ,AM,seguranca_alimentar,1,4133900.0,agricultura_familiar,Transferegov,1,registro_isolado
1301803,IPIXUNA,AM,primeira_infancia,2,9334363.58,creche_pre_escola,Transferegov,1,registro_isolado
1301852,IRANDUBA,AM,busca_ativa_escolar,1,8871212.03,programas_permanencia,Transferegov,1,registro_isolado
1301852,IRANDUBA,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1301902,ITACOATIARA,AM,seguranca_alimentar,1,1701889.33,agricultura_familiar,Transferegov,1,registro_isolado
1301951,ITAMARATI,AM,busca_ativa_escolar,1,10664591.8,programas_permanencia,Transferegov,1,registro_isolado
1301951,ITAMARATI,AM,primeira_infancia,1,6025184.22,creche_pre_escola,Transferegov,1,registro_isolado
1302009,ITAPIRANGA,AM,busca_ativa_escolar,2,12727676.76,programas_permanencia;transporte_escolar,Transferegov,1,registro_isolado
1302009,ITAPIRANGA,AM,primeira_infancia,1,5971428.29,creche_pre_escola,Transferegov,1,registro_isolado
1302108,JAPURÁ,AM,busca_ativa_escolar,1,10664591.8,programas_permanencia,Transferegov,1,registro_isolado
1302108,JAPURÁ,AM,primeira_infancia,2,7256192.5,creche_pre_escola,Transferegov,1,registro_isolado
1302207,JURUÁ,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1302306,JUTAÍ,AM,busca_ativa_escolar,1,10664591.8,programas_permanencia,Transferegov,1,registro_isolado
1302306,JUTAÍ,AM,primeira_infancia,1,5630946.66,creche_pre_escola,Transferegov,1,registro_isolado
1302553,MANAQUIRI,AM,busca_ativa_escolar,1,12472883.42,programas_permanencia,Transferegov,1,registro_isolado
1302553,MANAQUIRI,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1302603,MANAUS,AM,primeira_infancia,3,11687155.98,creche_pre_escola,Transferegov,2,registros_recorrentes
1302702,MANICORÉ,AM,busca_ativa_escolar,1,12444086.76,programas_permanencia,Transferegov,1,registro_isolado
1302702,MANICORÉ,AM,primeira_infancia,2,9787065.26,creche_pre_escola,Transferegov,1,registro_isolado
1302900,MAUÉS,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1303007,NHAMUNDÁ,AM,busca_ativa_escolar,2,13509084.79,programas_permanencia,Transferegov,1,registro_isolado
1303205,NOVO AIRÃO,AM,busca_ativa_escolar,1,10664591.8,programas_permanencia,Transferegov,1,registro_isolado
1303403,PARINTINS,AM,primeira_infancia,2,9329911.85,creche_pre_escola,Transferegov,1,registro_isolado
1303502,PAUINI,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1303536,PRESIDENTE FIGUEIREDO,AM,busca_ativa_escolar,1,361577.25,transporte_escolar,Transferegov,1,registro_isolado
1303536,PRESIDENTE FIGUEIREDO,AM,primeira_infancia,2,8667066.8,creche_pre_escola,Transferegov,1,registro_isolado
1303569,RIO PRETO DA EVA,AM,seguranca_alimentar,1,1005000.0,agricultura_familiar,Transferegov,1,registro_isolado
1303601,SANTA ISABEL DO RIO NEGRO,AM,busca_ativa_escolar,1,8970438.47,programas_permanencia,Transferegov,1,registro_isolado
1303601,SANTA ISABEL DO RIO NEGRO,AM,primeira_infancia,1,6608922.3,creche_pre_escola,Transferegov,1,registro_isolado
1303809,SÃO GABRIEL DA CACHOEIRA,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1303809,SÃO GABRIEL DA CACHOEIRA,AM,seguranca_alimentar,1,505000.0,agricultura_familiar,Transferegov,1,registro_isolado
1303908,SÃO PAULO DE OLIVENÇA,AM,primeira_infancia,2,9787065.26,creche_pre_escola,Transferegov,1,registro_isolado
1303957,SÃO SEBASTIÃO DO UATUMÃ,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1304005,SILVES,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1304062,TABATINGA,AM,busca_ativa_escolar,1,12444086.76,programas_permanencia,Transferegov,1,registro_isolado
1304104,TAPAUÁ,AM,primeira_infancia,1,3557227.31,creche_pre_escola,Transferegov,1,registro_isolado
1304260,UARINI,AM,primeira_infancia,1,3698965.19,creche_pre_escola,Transferegov,1,registro_isolado
1304302,URUCARÁ,AM,busca_ativa_escolar,1,12531940.8,programas_permanencia,Transferegov,1,registro_isolado
1304302,URUCARÁ,AM,primeira_infancia,1,3583579.3,creche_pre_escola,Transferegov,1,registro_isolado
1400027,AMAJARI,RR,primeira_infancia,1,3774118.05,creche_pre_escola,Transferegov,1,registro_isolado
1400050,ALTO ALEGRE,RR,busca_ativa_escolar,2,285712.0,transporte_escolar,Transferegov,1,registro_isolado
1400050,ALTO ALEGRE,RR,primeira_infancia,1,6127644.21,creche_pre_escola,Transferegov,1,registro_isolado
1400100,BOA VISTA,RR,busca_ativa_escolar,1,13886410.1,programas_permanencia,Transferegov,1,registro_isolado
1400100,BOA VISTA,RR,primeira_infancia,1,3974869.01,creche_pre_escola,Transferegov,1,registro_isolado
1400100,Boa Vista,RR,primeira_infancia,1,856000.0,creche_pre_escola,PNCP,1,registro_isolado
1400100,Boa Vista,RR,saude_mental,5,149280.0,caps,PNCP,2,registros_recorrentes
1400209,CARACARAÍ,RR,busca_ativa_escolar,1,9177509.12,programas_permanencia,Transferegov,1,registro_isolado
1400407,NORMANDIA,RR,busca_ativa_escolar,3,11538388.55,transporte_escolar,Transferegov,2,registros_recorrentes
1400407,NORMANDIA,RR,seguranca_alimentar,2,9500000.0,agricultura_familiar,Transferegov,1,registro_isolado
1400456,PACARAIMA,RR,primeira_infancia,1,3774118.05,creche_pre_escola,Transferegov,1,registro_isolado
1400506,SÃO JOÃO DA BALIZA,RR,busca_ativa_escolar,1,6000000.0,transporte_escolar,Transferegov,1,registro_isolado
1400506,SÃO JOÃO DA BALIZA,RR,primeira_infancia,1,6184063.81,creche_pre_escola,Transferegov,1,registro_isolado
1500107,ABAETETUBA,PA,busca_ativa_escolar,1,8319177.79,programas_permanencia,Transferegov,1,registro_isolado
1500107,ABAETETUBA,PA,primeira_infancia,1,6067740.01,creche_pre_escola,Transferegov,1,registro_isolado
1500107,Abaetetuba,PA,primeira_infancia,1,1558550.0,creche_pre_escola,PNCP,1,registro_isolado
1500206,ACARÁ,PA,busca_ativa_escolar,1,10007731.86,programas_permanencia,Transferegov,1,registro_isolado
1500206,ACARÁ,PA,primeira_infancia,1,5670746.35,creche_pre_escola,Transferegov,1,registro_isolado
1500206,ACARÁ,PA,seguranca_alimentar,1,1530000.0,agricultura_familiar,Transferegov,1,registro_isolado
1500305,AFUÁ,PA,primeira_infancia,1,3356545.04,creche_pre_escola,Transferegov,1,registro_isolado
1500305,Afuá,PA,primeira_infancia,1,3290050.05,creche_pre_escola,PNCP,1,registro_isolado
1500347,ÁGUA AZUL DO NORTE,PA,busca_ativa_escolar,1,10300000.0,programas_permanencia,Transferegov,1,registro_isolado
1500404,ALENQUER,PA,primeira_infancia,2,6978724.41,creche_pre_escola,Transferegov,1,registro_isolado
1500503,ALMEIRIM,PA,primeira_infancia,1,5670746.35,creche_pre_escola,Transferegov,1,registro_isolado
1500602,ALTAMIRA,PA,primeira_infancia,2,7556056.87,creche_pre_escola,Transferegov,1,registro_isolado
1500701,ANAJÁS,PA,busca_ativa_escolar,1,199991.22,transporte_escolar,Transferegov,1,registro_isolado
1500800,ANANINDEUA,PA,busca_ativa_escolar,1,11639351.51,programas_permanencia,Transferegov,1,registro_isolado
1500800,ANANINDEUA,PA,primeira_infancia,1,5670746.35,creche_pre_escola,Transferegov,1,registro_isolado
1500909,AUGUSTO CORRÊA,PA,busca_ativa_escolar,1,3602220.05,programas_permanencia,Transferegov,1,registro_isolado
1500909,AUGUSTO CORRÊA,PA,primeira_infancia,1,3602220.05,creche_pre_escola,Transferegov,1,registro_isolado
1500958,AURORA DO PARÁ,PA,busca_ativa_escolar,1,13781158.0,programas_permanencia,Transferegov,1,registro_isolado
1500958,AURORA DO PARÁ,PA,primeira_infancia,1,3602220.05,creche_pre_escola,Transferegov,1,registro_isolado
1501006,AVEIRO,PA,primeira_infancia,2,9915226.84,creche_pre_escola,Transferegov,1,registro_isolado
1501006,Aveiro,PA,primeira_infancia,1,6300000.0,creche_pre_escola,PNCP,1,registro_isolado
1501253,BANNACH,PA,primeira_infancia,1,3387060.63,creche_pre_escola,Transferegov,1,registro_isolado
1501303,Barcarena,PA,primeira_infancia,1,31200.0,creche_pre_escola,PNCP,1,registro_isolado
1501402,BELÉM,PA,busca_ativa_escolar,1,8979208.74,programas_permanencia,Transferegov,1,registro_isolado
1501402,BELÉM,PA,primeira_infancia,5,18710394.630000003,creche_pre_escola,Transferegov,2,registros_recorrentes
1501402,Belém,PA,seguranca_alimentar,1,0.0,agricultura_familiar;alimentacao_escolar,PNCP,1,registro_isolado
1501451,Belterra,PA,busca_ativa_escolar,3,743148.06,transporte_escolar,PNCP,2,registros_recorrentes
1501451,Belterra,PA,seguranca_alimentar,5,243703.38,alimentacao_escolar,PNCP,2,registros_recorrentes
1501501,BENEVIDES,PA,busca_ativa_escolar,1,8343107.64,programas_permanencia,Transferegov,1,registro_isolado
1501501,BENEVIDES,PA,primeira_infancia,2,10044270.55,creche_pre_escola,Transferegov,1,registro_isolado
1501600,BONITO,PA,primeira_infancia,1,5670843.08,creche_pre_escola,Transferegov,1,registro_isolado
1501709,BRAGANÇA,PA,primeira_infancia,3,9117430.49,creche_pre_escola,Transferegov,2,registros_recorrentes
1501709,BRAGANÇA,PA,seguranca_alimentar,1,1020000.0,agricultura_familiar,Transferegov,1,registro_isolado
1501782,BREU BRANCO,PA,busca_ativa_escolar,1,10007731.86,programas_permanencia,Transferegov,1,registro_isolado
1501782,Breu Branco,PA,primeira_infancia,1,1365000.0,creche_pre_escola,PNCP,1,registro_isolado
1501907,BUJARU,PA,primeira_infancia,1,5670843.08,creche_pre_escola,Transferegov,1,registro_isolado
1502004,CACHOEIRA DO ARARI,PA,primeira_infancia,1,3602220.05,creche_pre_escola,Transferegov,1,registro_isolado
1502103,CAMETÁ,PA,busca_ativa_escolar,1,11639351.51,programas_permanencia,Transferegov,1,registro_isolado
1502103,CAMETÁ,PA,primeira_infancia,1,3356545.04,creche_pre_escola,Transferegov,1,registro_isolado
1502103,Cametá,PA,primeira_infancia,1,5588555.8,creche_pre_escola,PNCP,1,registro_isolado
1502202,CAPANEMA,PA,primeira_infancia,1,3602220.05,creche_pre_escola,Transferegov,1,registro_isolado
1502202,Capanema,PA,busca_ativa_escolar,1,85020.0,programas_permanencia,PNCP,1,registro_isolado
1502202,Capanema,PA,primeira_infancia,1,144000.0,creche_pre_escola,PNCP,1,registro_isolado
1502202,Capanema,PA,saude_mental,1,4285270.8,raps_geral,PNCP,1,registro_isolado
1502202,Capanema,PA,seguranca_alimentar,19,1157101.5,alimentacao_escolar,PNCP,3,atividade_substancial
1502400,CASTANHAL,PA,primeira_infancia,2,6958765.09,creche_pre_escola,Transferegov,1,registro_isolado
1502400,CASTANHAL,PA,seguranca_alimentar,6,11524143.469999999,agricultura_familiar;equipamentos_san,Transferegov,2,registros_recorrentes
1502509,CHAVES,PA,seguranca_alimentar,1,2176777.45,agricultura_familiar,Transferegov,1,registro_isolado
1502707,CONCEIÇÃO DO ARAGUAIA,PA,busca_ativa_escolar,1,11639351.51,programas_permanencia,Transferegov,1,registro_isolado
1502756,CONCÓRDIA DO PARÁ,PA,primeira_infancia,1,5670746.35,creche_pre_escola,Transferegov,1,registro_isolado
1502764,CUMARU DO NORTE,PA,busca_ativa_escolar,1,11639351.51,programas_permanencia,Transferegov,1,registro_isolado
1502905,CURUÇÁ,PA,primeira_infancia,1,3356545.04,creche_pre_escola,Transferegov,1,registro_isolado
1502939,DOM ELISEU,PA,busca_ativa_escolar,1,10007781.38,programas_permanencia,Transferegov,1,registro_isolado
1503044,FLORESTA DO ARAGUAIA,PA,primeira_infancia,2,9276183.11,creche_pre_escola,Transferegov,1,registro_isolado
1503093,GOIANÉSIA DO PARÁ,PA,busca_ativa_escolar,1,8318839.9,programas_permanencia,Transferegov,1,registro_isolado
1503093,GOIANÉSIA DO PARÁ,PA,primeira_infancia,1,3356545.04,creche_pre_escola,Transferegov,1,registro_isolado
1503101,GURUPÁ,PA,busca_ativa_escolar,1,11822523.13,programas_permanencia,Transferegov,1,registro_isolado
1503200,IGARAPÉ-AÇU,PA,primeira_infancia,1,3356545.04,creche_pre_escola,Transferegov,1,registro_isolado
1503309,IGARAPÉ-MIRI,PA,busca_ativa_escolar,1,11639351.51,programas_permanencia,Transferegov,1,registro_isolado
1503309,IGARAPÉ-MIRI,PA,primeira_infancia,1,5670746.35,creche_pre_escola,Transferegov,1,registro_isolado
1503457,Ipixuna do Pará,PA,primeira_infancia,2,19460.4,visitacao_domiciliar,PNCP,1,registro_isolado
1503457,Ipixuna do Pará,PA,seguranca_alimentar,4,1015984.85,alimentacao_escolar,PNCP,2,registros_recorrentes
1503507,IRITUIA,PA,primeira_infancia,1,3602220.05,creche_pre_escola,Transferegov,1,registro_isolado
1503507,Irituia,PA,busca_ativa_escolar,2,4820149.4,transporte_escolar,PNCP,1,registro_isolado
1503606,Itaituba,PA,busca_ativa_escolar,1,0.0001,transporte_escolar,PNCP,1,registro_isolado
1503606,Itaituba,PA,primeira_infancia,2,2075331.4901,creche_pre_escola,PNCP,1,registro_isolado
1503606,Itaituba,PA,seguranca_alimentar,4,3550168.9000000004,agricultura_familiar;alimentacao_escolar,PNCP,2,registros_recorrentes
1503705,ITUPIRANGA,PA,busca_ativa_escolar,1,12021000.01,programas_permanencia,Transferegov,1,registro_isolado
1503804,JACUNDÁ,PA,busca_ativa_escolar,1,1575939.43,transporte_escolar,Transferegov,1,registro_isolado
1503804,JACUNDÁ,PA,seguranca_alimentar,1,1575939.43,agricultura_familiar,Transferegov,1,registro_isolado
1503903,JURUTI,PA,busca_ativa_escolar,1,10198828.91,programas_permanencia,Transferegov,1,registro_isolado
1503903,JURUTI,PA,primeira_infancia,1,3485093.85,creche_pre_escola,Transferegov,1,registro_isolado
1504000,LIMOEIRO DO AJURU,PA,primeira_infancia,1,5670746.35,creche_pre_escola,Transferegov,1,registro_isolado
1504059,MÃE DO RIO,PA,primeira_infancia,1,3433067.53,creche_pre_escola,Transferegov,1,registro_isolado
1504208,MARABÁ,PA,primeira_infancia,2,9272966.399999999,creche_pre_escola,Transferegov,1,registro_isolado
1504208,Marabá,PA,saude_mental,4,262192.2,caps,PNCP,2,registros_recorrentes
1504307,MARACANÃ,PA,busca_ativa_escolar,2,8797070.85,programas_permanencia;transporte_escolar,Transferegov,1,registro_isolado
1504307,MARACANÃ,PA,primeira_infancia,1,5670746.35,creche_pre_escola,Transferegov,1,registro_isolado
1504406,MARAPANIM,PA,primeira_infancia,1,3602220.05,creche_pre_escola,Transferegov,1,registro_isolado
1504422,MARITUBA,PA,seguranca_alimentar,1,1501501.0,equipamentos_san,Transferegov,1,registro_isolado
1504455,MEDICILÂNDIA,PA,primeira_infancia,1,3356545.04,creche_pre_escola,Transferegov,1,registro_isolado
1504505,MELGAÇO,PA,primeira_infancia,1,3602220.05,creche_pre_escola,Transferegov,1,registro_isolado
1504752,MOJUÍ DOS CAMPOS,PA,primeira_infancia,1,5670746.36,creche_pre_escola,Transferegov,1,registro_isolado
1504802,MONTE ALEGRE,PA,primeira_infancia,1,3602220.05,creche_pre_escola,Transferegov,1,registro_isolado
1504802,MONTE ALEGRE,PA,seguranca_alimentar,3,6444878.44,agricultura_familiar;equipamentos_san,Transferegov,2,registros_recorrentes
1504901,MUANÁ,PA,primeira_infancia,1,3602220.05,creche_pre_escola,Transferegov,1,registro_isolado
1504950,NOVA ESPERANÇA DO PIRIÁ,PA,primeira_infancia,1,3602220.05,creche_pre_escola,Transferegov,1,registro_isolado
1504976,NOVA IPIXUNA,PA,busca_ativa_escolar,1,10007731.86,programas_permanencia,Transferegov,1,registro_isolado
1504976,NOVA IPIXUNA,PA,primeira_infancia,1,3356545.04,creche_pre_escola,Transferegov,1,registro_isolado
1504976,NOVA IPIXUNA,PA,seguranca_alimentar,3,2489501.0,agricultura_familiar,Transferegov,2,registros_recorrentes
1505007,NOVA TIMBOTEUA,PA,primeira_infancia,1,5670746.35,creche_pre_escola,Transferegov,1,registro_isolado
1505031,NOVO PROGRESSO,PA,primeira_infancia,1,5672134.07,creche_pre_escola,Transferegov,1,registro_isolado
1505031,Novo Progresso,PA,busca_ativa_escolar,2,341480.0,transporte_escolar,PNCP,1,registro_isolado
1505031,Novo Progresso,PA,seguranca_alimentar,7,466124.06,agricultura_familiar;alimentacao_escolar,PNCP,2,registros_recorrentes
1505106,ÓBIDOS,PA,primeira_infancia,2,9684939.16,creche_pre_escola,Transferegov,1,registro_isolado
1505205,OEIRAS DO PARÁ,PA,primeira_infancia,1,3602220.05,creche_pre_escola,Transferegov,1,registro_isolado
1505304,ORIXIMINÁ,PA,primeira_infancia,1,6389983.31,creche_pre_escola,Transferegov,1,registro_isolado
1505304,Oriximiná,PA,primeira_infancia,1,6389983.31,creche_pre_escola,PNCP,1,registro_isolado
1505403,OURÉM,PA,busca_ativa_escolar,1,8319177.8,programas_permanencia,Transferegov,1,registro_isolado
1505403,OURÉM,PA,primeira_infancia,2,6958941.41,creche_pre_escola,Transferegov,1,registro_isolado
1505403,Ourém,PA,seguranca_alimentar,14,16669851.0,agricultura_familiar;alimentacao_escolar,PNCP,3,atividade_substancial
1505437,Ourilândia do Norte,PA,busca_ativa_escolar,1,497152.49,transporte_escolar,PNCP,1,registro_isolado
1505494,PALESTINA DO PARÁ,PA,primeira_infancia,1,3356545.05,creche_pre_escola,Transferegov,1,registro_isolado
1505502,PARAGOMINAS,PA,primeira_infancia,2,9272966.399999999,creche_pre_escola,Transferegov,1,registro_isolado
1505502,Paragominas,PA,busca_ativa_escolar,1,24000.0,programas_permanencia,PNCP,1,registro_isolado
1505502,Paragominas,PA,primeira_infancia,1,4240000.0,creche_pre_escola,PNCP,1,registro_isolado
1505536,PARAUAPEBAS,PA,seguranca_alimentar,1,1474000.0,agricultura_familiar,Transferegov,1,registro_isolado
